player_id,name,position,club,league,goals,assists,shots,passes,minutes_played,xg,xa,age,market_value_eur
25126,Nicolás Federico López Alonso,MID,Granada,La Liga,0,0,7,60,1035,0.38,0.0,28,25400000
25134,Deyverson Brum Silva Acosta,FWD,Deportivo Alavés,La Liga,9,1,72,661,3088,8.33,0.0,30,29800000
25142,Bruno Guimarães Rodriguez Moura,MID,Lyon,Ligue 1,0,0,1,64,90,0.03,0.0,31,18800000
25144,Diego Alves Carreira,GK,Valencia,La Liga,0,0,0,400,1170,0.0,0.0,34,4600000
25152,Bruno Henrique Pinto,FWD,Wolfsburg,Bundesliga,0,0,1,9,90,0.12,0.0,35,18200000
25303,Gilberto Moraes Junior,MID,Fiorentina,Serie A,0,0,7,275,2775,0.31,0.0,19,13300000
25345,Anderson Hernanes de Carvalho Andrade,MID,Inter Milan,Serie A,1,1,33,671,2874,1.0,0.0,23,24100000
25351,Alexandre Rodrigues da Silva,MID,Chelsea,Premier League,1,0,4,26,873,1.91,0.0,31,24200000
25358,Henrique Adriano Buss,MID,Napoli,Serie A,0,0,0,0,1530,0.0,0.0,23,18700000
25430,Felipe Melo de Carvalho,MID,Inter Milan,Serie A,1,1,23,1112,2668,1.67,0.0,18,17900000
25505,José Rodolfo Pires Ribeiro,MID,Inter Milan,Serie A,0,1,11,637,1936,0.45,0.0,18,15100000
25598,Álvaro Fernández Llorente,GK,Huesca,La Liga,0,0,0,57,180,0.0,0.0,20,4600000
25704,Aarón Escandell Banacloche,MID,Granada,La Liga,0,0,0,28,810,0.0,0.0,33,14300000
25707,Francisco Manuel Rico Castro,MID,Granada,La Liga,2,0,15,896,2943,1.25,0.0,31,19100000
25824,Ángel Trujillo Canorea,DEF,Levante UD,La Liga,0,0,2,190,1297,0.04,0.0,20,13700000
25826,Juan David Victoria López,MID,Rayo Vallecano,La Liga,0,0,0,0,90,0.0,0.0,33,18000000
25859,Sérgio Paulo Barbosa Valente,MID,Málaga,La Liga,1,1,23,730,3097,2.02,0.0,18,18900000
25881,Juan Antonio Rodríguez Villamuela,MID,Getafe,La Liga,0,1,19,1147,3020,1.11,0.0,28,20000000
25921,Rubén Gracia Calmache,MID,RC Deportivo La Coruña,La Liga,0,0,10,417,1934,0.43,0.0,32,18700000
25931,Gonzalo Javier Rodríguez,DEF,Fiorentina,Serie A,4,0,11,2231,3320,1.15,0.0,28,17300000
25954,Enzo Maresca,MID,Palermo,Serie A,1,0,11,653,2572,0.75,0.0,36,11600000
25984,Ángel Domingo López Ruano,MID,Las Palmas,La Liga,0,0,0,28,810,0.0,0.0,25,26400000
25997,Jonás Manuel Gutiérrez,MID,RC Deportivo La Coruña,La Liga,0,1,3,170,1961,0.18,0.0,19,14100000
26009,Roberto Soldado Rillo,FWD,Granada,La Liga,5,10,42,844,2950,5.01,0.0,21,39500000
26012,David Navarro Pedrós,DEF,Levante UD,La Liga,0,0,8,681,2534,0.66,0.0,24,16200000
26020,Ángel Lafita Castillo,FWD,Getafe,La Liga,3,2,28,276,1133,2.05,0.0,20,26000000
26023,Juan Francisco García García,DEF,Levante UD,La Liga,0,1,3,765,1956,0.14,0.0,37,7000000
26070,Antonio Rodríguez Martínez,GK,Rayo Vallecano,La Liga,0,0,0,331,887,0.0,0.0,19,4400000
26087,Carlos Gurpegi Nausia,MID,Athletic Club,La Liga,0,0,5,544,3134,0.29,0.0,36,10700000
26103,Idriss Carlos Kameni,GK,Málaga,La Liga,0,1,0,782,2736,0.0,0.0,32,5700000
26107,Alberto Lopo García,MID,RC Deportivo La Coruña,La Liga,0,0,4,342,2340,0.28,0.0,19,20600000
26192,Matías Ariel Fernández Fernández,MID,Fiorentina,Serie A,1,3,25,695,2983,0.81,0.0,22,18600000
26197,Christian Abbiati,MID,AC Milan,Serie A,0,0,0,26,3330,0.0,0.0,37,8500000
26207,Fabricio Coloccini,DEF,Newcastle United,Premier League,1,0,10,856,2337,1.05,0.0,31,17900000
26209,Manuel Pablo García Díaz,MID,RC Deportivo La Coruña,La Liga,0,0,1,104,958,0.17,0.0,30,20600000
26211,Joan Verdú Fernández,MID,Fiorentina,Serie A,2,1,13,670,3092,1.02,0.0,18,16000000
26220,Matuzalém Francelino da Silva,MID,Hellas Verona,Serie A,0,0,0,176,767,0.0,0.0,28,19700000
26222,José Eduardo Rosa Vale de Castro,DEF,Rayo Vallecano,La Liga,2,0,10,1159,2056,0.66,0.0,23,13800000
26248,David Barral Torres,FWD,Granada,La Liga,0,0,17,110,1378,1.99,0.0,21,29600000
26256,Igor Lichnovsky Osorio,MID,Sporting Gijón,La Liga,0,0,0,26,1080,0.0,0.0,19,21000000
26288,Jonathan Javier Rodríguez Portillo,FWD,RC Deportivo La Coruña,La Liga,0,0,19,97,1837,1.76,0.0,36,15100000
26291,José María Basanta,MID,Fiorentina,Serie A,0,0,0,0,90,0.0,0.0,32,16000000
26359,Santiago García,DEF,Werder Bremen,Bundesliga,0,0,1,79,173,0.12,0.0,26,15000000
26387,Edgar Antonio Méndez Ortega,MID,Deportivo Alavés,La Liga,1,0,12,266,2230,0.68,0.0,37,15500000
26404,Guido Rodríguez,MID,Real Betis,La Liga,0,0,0,45,180,0.0,0.0,19,17000000
26438,David Cobeño Iglesias,MID,Rayo Vallecano,La Liga,0,0,0,0,90,0.0,0.0,24,27200000
26442,Boško Janković,MID,Hellas Verona,Serie A,1,0,15,237,2800,1.29,0.0,35,15400000
26448,Javier Garrido Behovide,DEF,Las Palmas,La Liga,0,1,1,994,2295,0.03,0.0,25,14500000
26518,Enrique Sola Clemente,MID,Athletic Club,La Liga,0,0,1,17,781,0.07,0.0,35,16800000
26532,Renan Augusto Lodi dos Santos,MID,Atlético Madrid,La Liga,0,0,0,0,180,0.0,0.0,30,19600000
26607,José Raúl Baena Urdiales,MID,Rayo Vallecano,La Liga,1,1,9,848,2487,1.14,0.0,37,15800000
26633,Alberto Lora Ramos,DEF,Sporting Gijón,La Liga,0,3,6,1333,3111,0.15,0.0,34,11000000
26647,Henok Goitom,FWD,Getafe,La Liga,0,0,4,33,180,0.36,0.0,29,33500000
26669,Weligton Róbson Pena de Oliveira,DEF,Málaga,La Liga,0,2,4,1191,2695,0.38,0.0,20,11200000
26683,Abdoulay Konko,DEF,Lazio,Serie A,0,0,13,1065,2670,0.49,0.0,28,11800000
26685,Nicolás Ladislao Fedor Flores,FWD,Rayo Vallecano,La Liga,9,3,42,409,2182,10.05,0.0,25,46900000
26689,Nauzet Alemán Viera,MID,Las Palmas,La Liga,0,0,3,150,1662,0.18,0.0,32,22800000
26690,Alberto Mateus Contreiras Gonçalves,FWD,Rayo Vallecano,La Liga,4,1,25,241,3300,4.65,0.0,27,34100000
26696,Arouna Koné,FWD,Everton,Premier League,5,3,37,592,2683,4.59,0.0,29,31500000
26699,Emmanuel Adebayor,FWD,Crystal Palace,Premier League,1,1,12,240,1049,2.14,0.0,23,37100000
26707,Juan Pablo Carrizo,MID,Inter Milan,Serie A,0,0,0,45,3401,0.0,0.0,30,16200000
26723,Álvaro Cejudo Carmona,FWD,Real Betis,La Liga,1,2,36,784,2895,1.26,0.0,34,21700000
26728,Alberto Facundo Costa,MID,Genoa,Serie A,0,0,19,932,2310,0.58,0.0,35,12900000
26736,Borja Ekiza Imaz,MID,Eibar,La Liga,0,0,0,98,1108,0.0,0.0,36,13100000
26753,Javier Varas Herrera,GK,Las Palmas,La Liga,0,0,0,1221,3240,0.0,0.0,28,5200000
26764,Jon Ansotegi Gorostola,MID,Eibar,La Liga,0,0,4,179,2070,0.32,0.0,28,19400000
26772,Cláudio Winck Neto,MID,Hellas Verona,Serie A,0,0,0,0,1890,0.0,0.0,23,20400000
26775,Thievy Guivane Bifouma Koulossa,FWD,Granada,La Liga,0,0,2,70,810,0.1,0.0,21,25100000
26776,Juan Isaac Cuenca López,MID,Granada,La Liga,2,2,10,228,1312,1.04,0.0,24,23700000
26780,Guilherme Magdalena Siqueira,DEF,Valencia,La Liga,0,0,5,687,1633,0.24,0.0,28,17400000
26781,Diego Mainz García,MID,Granada,La Liga,0,0,1,132,1170,0.1,0.0,25,18600000
26783,Roque Luis Santa Cruz Cantero,FWD,Málaga,La Liga,2,1,5,174,1763,0.84,0.0,22,32200000
26790,Piotr Trochowski,MID,Augsburg,Bundesliga,0,0,0,0,90,0.0,0.0,18,16200000
26791,Emir Spahić,DEF,Hamburger SV,Bundesliga,0,0,1,43,90,0.06,0.0,36,9800000
26797,Francisco Medina Luna,FWD,Rayo Vallecano,La Liga,2,2,18,306,1492,1.45,0.0,28,31900000
26801,Jordi Figueras Montel,MID,Real Betis,La Liga,0,0,1,71,789,0.03,0.0,21,20900000
26827,Ravel Morrison,MID,Lazio,Serie A,0,0,0,48,2160,0.0,0.0,32,18000000
26848,Roberto Trashorras Gayoso,MID,Rayo Vallecano,La Liga,3,7,33,2680,3189,3.23,0.0,33,25200000
26941,Francisco Javier García Noblejas Hernanz,DEF,Getafe,La Liga,0,0,0,68,180,0.0,0.0,35,9700000
27016,Stian Rode Gregersen,DEF,Bordeaux,Ligue 1,0,0,0,31,90,0.0,0.0,35,5900000
27044,Marco Antônio De Mattos Filho,MID,Udinese,Serie A,0,0,9,218,1682,0.43,0.0,24,19800000
27052,Lévy Clément Madinda,MID,Celta Vigo,La Liga,0,0,0,2,1440,0.0,0.0,18,16500000
27053,Alexandre Dimitri Song-Billong,MID,West Ham United,Premier League,0,0,6,463,1576,0.22,0.0,26,34300000
27054,Roberto Lago Soto,DEF,Getafe,La Liga,0,2,4,670,1457,0.1,0.0,25,20200000
27063,Wuilker Fariñez Aray,MID,Lens,Ligue 1,0,0,0,0,180,0.0,0.0,37,9300000
27092,Abdoul Karim Yoda,DEF,Getafe,La Liga,0,0,8,526,2250,0.83,0.0,33,11600000
27109,Youssef El-Arabi,FWD,Granada,La Liga,16,1,72,643,3106,13.73,0.0,18,29200000
27110,Antonio Floro Flores,FWD,Sassuolo,Serie A,4,2,59,501,2538,3.72,0.0,37,17400000
27111,António Alberto Bastos Pimparel,GK,Sevilla,La Liga,0,0,0,121,540,0.0,0.0,27,5700000
27122,Simão Mate,MID,Levante UD,La Liga,1,0,13,998,2624,0.78,0.0,24,25500000
27123,Jordi Xumetra Feliu,MID,Levante UD,La Liga,0,0,8,147,1793,0.8,0.0,34,13300000
27132,Gianluca Curci,MID,FSV Mainz 05,Bundesliga,0,0,0,0,180,0.0,0.0,27,22000000
27144,Antonio Amaya Carazo,DEF,Rayo Vallecano,La Liga,1,0,3,515,2088,0.2,0.0,32,15500000
27146,Aly Cissokho,DEF,Aston Villa,Premier League,0,0,4,934,1620,0.09,0.0,26,17700000
27148,Abraham González Casanova,MID,Espanyol,La Liga,1,1,16,531,1978,2.83,0.0,19,20600000
27154,Nikolaos Karabelas,MID,Levante UD,La Liga,0,0,0,60,900,0.0,0.0,23,23300000
27155,Bojan Jokić,MID,Villarreal,La Liga,0,0,0,67,720,0.0,0.0,32,21300000
27184,Marcos Alberto Angeleri,DEF,Málaga,La Liga,0,0,3,384,1291,0.29,0.0,35,11500000
27239,Aleksandar Pantić,DEF,Eibar,La Liga,0,0,10,530,2918,0.85,0.0,33,13500000
27240,Jesús Fernández Collado,MID,Granada,La Liga,0,0,0,43,1440,0.0,0.0,32,17100000
27241,Víctor Guillermo Álvarez Delgado,MID,Espanyol,La Liga,1,2,13,757,3004,1.6,0.0,37,11900000
27243,Oriol Riera Magem,FWD,RC Deportivo La Coruña,La Liga,2,0,24,264,2677,2.82,0.0,34,23800000
27250,Nabil Ghilas,FWD,Levante UD,La Liga,0,1,21,235,2051,1.69,0.0,26,37400000
27251,Francisco José Perdomo Borges,MID,Las Palmas,La Liga,0,0,4,124,733,0.18,0.0,27,28700000
27305,Germán Darío Lux,GK,RC Deportivo La Coruña,La Liga,0,0,0,1024,2557,0.0,0.0,25,4600000
27318,Douglas Pereira dos Santos,MID,Barcelona,La Liga,0,0,0,3,540,0.0,0.0,23,23100000
27328,Alexander Farnerud,MID,Torino,Serie A,0,0,2,69,1530,0.03,0.0,19,17600000
27335,Arthur Etienne Boka,DEF,Málaga,La Liga,0,0,7,666,1909,0.57,0.0,22,17200000
27336,Henrique Silva Milagres,MID,Lyon,Ligue 1,0,0,0,0,90,0.0,0.0,36,11900000
27340,Dejan Dražić,MID,Celta Vigo,La Liga,0,0,1,25,2765,0.08,0.0,31,18700000
27341,Marcelo Alfonso Díaz Rojas,MID,Hamburger SV,Bundesliga,0,1,12,766,1324,0.4,0.0,32,14100000
27342,Josep Señé Escudero,MID,Celta Vigo,La Liga,0,1,2,112,2766,0.15,0.0,30,22300000
27343,Jon Errasti Zabalete,MID,Eibar,La Liga,0,0,0,0,90,0.0,0.0,37,14500000
27345,Didier Digard,MID,Real Betis,La Liga,0,0,2,165,1395,0.02,0.0,25,23400000
27346,Petros Matheus dos Santos Araújo,MID,Real Betis,La Liga,1,1,9,1195,3115,0.84,0.0,22,23500000
27347,Juan Manuel Vargas Risco,DEF,Real Betis,La Liga,2,2,18,921,1755,0.43,0.0,35,13300000
27348,Ricky van Wolfswinkel,MID,Norwich City,Premier League,1,2,15,170,2345,2.11,0.0,23,21000000
27349,Heiko Westermann,DEF,Real Betis,La Liga,1,0,15,647,2236,1.43,0.0,37,9900000
27401,Bernard Mensah,MID,Getafe,La Liga,0,0,2,42,1980,0.02,0.0,23,19400000
27402,Álvaro Daniel Pereira Barragán,DEF,Getafe,La Liga,0,0,2,189,615,0.02,0.0,20,11300000
27403,Santiago Vergini,DEF,Getafe,La Liga,0,0,8,927,3060,0.83,0.0,35,8100000
27457,Manuel Fernández Muñíz,MID,RC Deportivo La Coruña,La Liga,0,0,0,245,2700,0.0,0.0,20,18400000
27462,Xabier Iruretagoiena Aranzamendi,MID,Eibar,La Liga,0,0,0,112,3330,0.0,0.0,19,17500000
27463,Mauricio Andrés Cuero Castillo,MID,Levante UD,La Liga,0,1,10,142,1570,0.31,0.0,34,18700000
27473,Deiver Andrés Machado Mena,MID,Lens,Ligue 1,0,1,0,9,90,0.0,0.0,37,12100000
27477,Helibelton Palacios Zapata,MID,Elche,La Liga,0,0,0,0,90,0.0,0.0,36,10600000
27480,Lucas Alfonso Orbán Alegre,MID,Levante UD,La Liga,0,0,0,392,2034,0.0,0.0,21,22900000
27481,Carlos Carbonell Gil,MID,Valencia,La Liga,0,0,0,2,270,0.0,0.0,20,19200000
27482,Aderllan Leandro de Jesus Santos,DEF,Valencia,La Liga,0,0,8,657,2790,1.08,0.0,26,14800000
27483,Benoît Trémoulinas,DEF,Sevilla,La Liga,0,3,13,1185,2248,0.79,0.0,18,13600000
27521,Juan Emmanuel Culio,MID,Las Palmas,La Liga,0,1,5,364,1647,0.13,0.0,34,13400000
27522,Antolín Alcáraz Viveros,DEF,Las Palmas,La Liga,1,0,2,262,630,0.37,0.0,36,9900000
27526,Rachid Aït-Atmane,MID,Sporting Gijón,La Liga,0,1,6,511,2583,0.36,0.0,22,18400000
27595,Carlos Mario Carbonero Mancilla,MID,Sampdoria,Serie A,0,2,6,544,1771,0.69,0.0,27,19200000
27639,Artem Kravets,MID,VfB Stuttgart,Bundesliga,0,0,2,17,90,0.04,0.0,28,16300000
27652,Anel Ahmedhodžić,DEF,Bordeaux,Ligue 1,0,0,0,53,90,0.0,0.0,35,8800000
27656,Carl Medjani,DEF,Levante UD,La Liga,1,0,6,511,1440,0.54,0.0,23,18400000
27719,Strahinja Pavlović,MID,AS Monaco,Ligue 1,0,0,0,0,90,0.0,0.0,33,14500000
27853,Mauro Matías Zárate,FWD,Fiorentina,Serie A,7,0,70,601,2691,4.66,0.0,23,23800000
27949,Juan Manuel Iturbe Arévalo,MID,AS Roma,Serie A,1,0,10,126,2378,0.68,0.0,33,14700000
27970,Ian González Nieto,FWD,Getafe,La Liga,0,0,1,11,90,0.26,0.0,33,21500000
28040,Jindřich Staněk,MID,Everton,Premier League,0,0,0,0,180,0.0,0.0,19,20200000
28066,Marcelo Alejandro Estigarribia Balmori,MID,Atalanta,Serie A,0,0,0,17,1080,0.0,0.0,19,15600000
28100,Ramires Santos do Nascimento,MID,Chelsea,Premier League,2,0,10,332,1344,0.79,0.0,36,16600000
28247,Libor Kozák,FWD,Aston Villa,Premier League,0,0,6,73,513,0.67,0.0,29,28300000
28289,Gastón Alexis Silva Perdomo,MID,Torino,Serie A,0,1,7,527,3004,0.17,0.0,23,22200000
28346,Eric Junior Dina Ebimbe,MID,Paris Saint-Germain,Ligue 1,0,0,2,37,1591,0.05,0.0,25,16100000
28376,Jim Allevinah,FWD,Clermont Foot,Ligue 1,0,0,1,12,90,0.03,0.0,20,17000000
28442,Matteo Fedele,MID,Carpi,Serie A,0,0,11,226,1015,0.62,0.0,23,18800000
28559,Enner Remberto Valencia Lastra,FWD,West Ham United,Premier League,4,2,33,259,1874,3.64,0.0,23,33800000
28575,Nils-Jonathan Körber,MID,Hertha Berlin,Bundesliga,0,0,0,0,90,0.0,0.0,26,24200000
28589,Ante Palaversa,MID,Getafe,La Liga,0,0,0,0,90,0.0,0.0,35,15200000
28658,Augusto Jorge Mateo Solari,MID,Celta Vigo,La Liga,0,0,1,13,90,0.26,0.0,18,21600000
28694,Federico Gino Acevedo Fagúndez,MID,Carpi,Serie A,0,0,0,0,900,0.0,0.0,36,10300000
28782,Ritchie De Laet,DEF,Leicester City,Premier League,1,0,2,303,1505,0.12,0.0,27,23800000
28974,Fabio Daprelà,MID,Palermo,Serie A,0,0,1,105,2953,0.09,0.0,23,16500000
29001,Albian Afrim Ajeti,MID,Augsburg,Bundesliga,0,0,0,0,90,0.0,0.0,25,23000000
29025,Cameron Humphreys,MID,Manchester City,Premier League,0,0,0,0,270,0.0,0.0,33,21200000
29161,Josip Posavec,MID,Palermo,Serie A,0,0,0,39,1080,0.0,0.0,27,23100000
29198,Jeremías Ledesma,GK,Cádiz,La Liga,0,0,0,59,180,0.0,0.0,37,2400000
29228,Dejan Stojanovic,MID,Bologna,Serie A,0,0,0,0,2880,0.0,0.0,26,22700000
29245,Marvin Schulz,MID,Borussia Mönchengladbach,Bundesliga,0,0,0,2,180,0.0,0.0,26,23400000
29256,Matheus Fernandes Siqueira,MID,Barcelona,La Liga,0,0,0,0,1800,0.0,0.0,31,23200000
29305,Jordan Lotomba,DEF,OGC Nice,Ligue 1,0,0,0,36,180,0.0,0.0,31,9000000
29310,Shon Zalman Weissman,FWD,Real Valladolid,La Liga,0,0,0,11,90,0.0,0.0,26,36200000
29312,Pablo Estífer Armero,MID,Udinese,Serie A,1,0,2,176,1047,1.03,0.0,29,21500000
29321,Dylan Chambost,MID,Troyes,Ligue 1,0,0,0,0,90,0.0,0.0,27,17500000
29342,Ivo Grbić,GK,Atlético Madrid,La Liga,0,0,0,44,360,0.0,0.0,34,4200000
29382,Shaun MacDonald,MID,AFC Bournemouth,Premier League,0,0,0,19,1260,0.0,0.0,36,16300000
29384,James Weir,MID,Manchester United,Premier League,0,0,0,0,450,0.0,0.0,18,19700000
2940,Jean Eudès Aholou,MID,Strasbourg,Ligue 1,0,0,0,9,90,0.0,0.0,22,17900000
29430,Anders Rosenkrantz Lindegaard,MID,West Bromwich Albion,Premier League,0,0,0,0,1440,0.0,0.0,24,28200000
2947,Anthony Lopes,GK,Lyon,Ligue 1,0,0,0,33,90,0.0,0.0,27,5000000
2950,Jonas Martin,MID,Rennes,Ligue 1,0,0,2,97,165,0.06,0.0,28,19500000
2952,Yoann Salmier,MID,Troyes,Ligue 1,0,0,0,4,90,0.0,0.0,27,17100000
2956,Bertrand Isidore Traoré,MID,Chelsea,Premier League,2,1,17,137,1960,1.61,0.0,24,28400000
29564,Freddie Woodman,MID,Newcastle United,Premier League,0,0,0,0,1170,0.0,0.0,21,23000000
29594,Gabriel Gudmundsson,DEF,Lille,Ligue 1,0,0,2,42,180,0.2,0.0,30,12400000
2961,Yann Bodiger,MID,Cádiz,La Liga,0,0,0,11,90,0.0,0.0,31,15400000
2966,Stéphane Sessègnon,MID,West Bromwich Albion,Premier League,2,2,28,638,2181,1.25,0.0,33,19500000
296873,Roberto Crivello,MID,Frosinone,Serie A,0,1,3,628,3216,0.12,0.0,34,11500000
29759,Bård Finne,MID,FC Köln,Bundesliga,0,0,0,0,90,0.0,0.0,35,16800000
2981,Alban Lafont,GK,Nantes,Ligue 1,0,0,0,49,180,0.0,0.0,24,4600000
2983,Jérémy Morel,MID,Lorient,Ligue 1,0,0,0,0,90,0.0,0.0,27,22800000
2987,Tristan Dingomé,MID,Troyes,Ligue 1,0,0,0,0,90,0.0,0.0,18,14500000
2988,Memphis Depay,FWD,Manchester United,Premier League,2,0,56,751,3150,4.38,0.0,30,28000000
2989,Alexander Djiku,DEF,Strasbourg,Ligue 1,0,0,0,46,90,0.0,0.0,22,12500000
2990,Benjamin André,MID,Lille,Ligue 1,0,0,0,67,90,0.0,0.0,32,14100000
2995,Ángel Fabián Di María Hernández,FWD,Paris Saint-Germain,Ligue 1,4,5,44,998,1892,4.66,0.0,18,24100000
29962,Nathanaël Mbuku,MID,Stade de Reims,Ligue 1,0,0,2,30,102,0.13,0.0,19,15600000
29969,Joris Chotard,MID,Montpellier,Ligue 1,0,0,1,31,90,0.13,0.0,30,13600000
2997,Ibrahima Niane,MID,Metz,Ligue 1,0,0,0,0,90,0.0,0.0,30,19800000
29989,Yusuf Yazıcı,MID,Lille,Ligue 1,0,0,0,4,90,0.0,0.0,36,8700000
2999,Presnel Kimpembe,DEF,Paris Saint-Germain,Ligue 1,1,0,6,1389,2031,1.1,0.0,22,13900000
29991,Domagoj Bradarić,MID,Lille,Ligue 1,0,0,0,12,90,0.0,0.0,32,16800000
29992,Tiago Emanuel Embaló Djaló,DEF,Lille,Ligue 1,0,0,0,34,180,0.0,0.0,25,14000000
3005,Ezequiel Ponce Martínez,MID,AS Roma,Serie A,0,0,0,0,990,0.0,0.0,36,14300000
30054,José Luis García Vayá,MID,Levante UD,La Liga,0,0,0,0,90,0.0,0.0,29,26700000
30081,Nehuén Pérez,DEF,Granada,La Liga,0,0,0,12,180,0.0,0.0,22,12700000
3009,Kylian Mbappé Lottin,FWD,Paris Saint-Germain,Ligue 1,22,11,94,926,2046,15.22,0.0,31,48200000
3010,Corentin Jean,MID,Lens,Ligue 1,1,0,1,2,180,0.57,0.0,33,14900000
3016,Allan Saint-Maximin,FWD,Hannover 96,Bundesliga,0,0,0,20,180,0.0,0.0,24,27000000
3019,Salomon Junior Sambia,DEF,Montpellier,Ligue 1,0,0,2,10,90,0.03,0.0,34,8200000
3021,Kouadio Yves Dabila,MID,Lille,Ligue 1,0,0,0,0,90,0.0,0.0,18,13500000
30225,Oihan Sancet Tirapu,MID,Athletic Club,La Liga,0,0,0,0,180,0.0,0.0,35,15900000
3023,Yuri Berchiche Izeta,DEF,Athletic Club,La Liga,0,4,17,1262,2955,0.55,0.0,20,13500000
30234,Akim Zedadka,DEF,Clermont Foot,Ligue 1,0,0,0,47,90,0.0,0.0,21,11800000
30277,Jon Moncayola Tollar,MID,Osasuna,La Liga,0,0,1,73,180,0.0,0.0,36,16400000
30287,Ceyhun Gülselam,DEF,Hannover 96,Bundesliga,0,0,1,20,90,0.01,0.0,20,9100000
30289,Papiss Demba Cissé,FWD,Newcastle United,Premier League,3,0,24,407,1945,3.61,0.0,35,21100000
30312,Uilson de Souza Paula Júnior,DEF,Schalke 04,Bundesliga,0,0,0,66,180,0.0,0.0,22,9700000
3034,Kamil Glik,DEF,Torino,Serie A,0,0,20,1657,3240,1.66,0.0,31,13400000
3037,Mousa Sidi Yaya Dembélé,MID,Tottenham Hotspur,Premier League,3,1,22,1383,2414,1.76,0.0,29,28800000
30370,Jens Jønsson,MID,Cádiz,La Liga,0,0,0,12,168,0.0,0.0,29,26200000
3038,Andy Delort,FWD,OGC Nice,Ligue 1,1,0,3,37,180,0.34,0.0,20,22100000
3041,Ciaran Clark,DEF,Aston Villa,Premier League,1,0,10,584,2790,1.23,0.0,33,10500000
30415,Facundo Axel Medina,DEF,Lens,Ligue 1,0,0,0,49,90,0.0,0.0,25,14600000
30419,Alberto Rodríguez Baró,DEF,Deportivo Alavés,La Liga,0,0,0,27,180,0.0,0.0,20,14600000
3042,Mikel Merino Zazón,MID,Real Sociedad,La Liga,0,0,2,94,180,0.08,0.0,23,19800000
30427,Pablo Clavería Herráiz,MID,Rayo Vallecano,La Liga,0,0,0,0,180,0.0,0.0,24,21800000
30429,Hugo Fraile Martín,MID,Sporting Gijón,La Liga,0,0,0,33,405,0.0,0.0,20,14900000
3043,Christian Dannemann Eriksen,FWD,Tottenham Hotspur,Premier League,6,12,99,2041,3046,5.11,0.0,33,40500000
30433,Óscar Francisco García Quintela,MID,RC Deportivo La Coruña,La Liga,0,0,0,0,90,0.0,0.0,23,19600000
30439,Tolga Ciğerci,MID,Hertha Berlin,Bundesliga,0,0,2,63,180,0.03,0.0,36,12500000
3044,Chancel Mbemba Mangulu,DEF,Newcastle United,Premier League,0,0,12,1162,2923,1.24,0.0,31,11900000
30454,Francisco José Sánchez Rodríguez,MID,Sevilla,La Liga,0,1,3,128,450,0.21,0.0,33,15500000
30468,Iñigo Vicente Elorduy,MID,Athletic Club,La Liga,0,0,0,0,90,0.0,0.0,30,20000000
30483,Jaime Seoane Valenciano,MID,Huesca,La Liga,0,0,0,35,161,0.0,0.0,26,27300000
30486,Pedro González López,MID,Barcelona,La Liga,3,3,22,1644,2766,3.64,0.0,28,29900000
3049,Matt Ritchie,MID,AFC Bournemouth,Premier League,4,6,79,1675,3228,4.64,0.0,22,34800000
30492,Francisco Javier Hidalgo Gómez,MID,Levante UD,La Liga,0,0,1,12,180,0.02,0.0,21,18600000
30512,Aleksandar Trajkovski,FWD,Palermo,Serie A,3,1,39,545,3052,2.72,0.0,31,25800000
3052,Pablo Javier Zabaleta Girod,DEF,Manchester City,Premier League,0,1,3,722,2226,0.09,0.0,31,12400000
3053,Leroy Sané,FWD,Schalke 04,Bundesliga,1,0,5,51,180,0.66,0.0,27,40000000
3054,Fernando Luiz Roza,MID,Manchester City,Premier League,2,2,30,1894,3026,1.58,0.0,32,18100000
3057,Jonjo Shelvey,MID,Swansea City,Premier League,1,4,57,1593,2902,2.71,0.0,32,23000000
3058,Javier Hernández Balcázar,FWD,Bayer Leverkusen,Bundesliga,17,2,65,562,2718,12.01,0.0,36,23900000
30593,Daniel Gómez Alcón,FWD,Levante UD,La Liga,0,0,3,34,180,0.23,0.0,37,19600000
3062,Aaron Cresswell,DEF,West Ham United,Premier League,2,3,25,1840,3224,0.71,0.0,26,16100000
3063,Danilo Luiz da Silva,DEF,Real Madrid,La Liga,2,5,18,1491,2645,0.96,0.0,20,13000000
3064,David Josué Jiménez Silva,MID,Manchester City,Premier League,2,10,29,1488,1937,2.84,0.0,36,20200000
3065,Paul Dummett,DEF,Newcastle United,Premier League,1,0,5,880,1982,0.34,0.0,21,18800000
3066,Kyle Walker-Peters,MID,Tottenham Hotspur,Premier League,0,0,0,0,90,0.0,0.0,31,26000000
30682,Alexis Flips,FWD,Stade de Reims,Ligue 1,0,0,0,6,180,0.0,0.0,28,17900000
30702,Brendan Joel Zibusiso Galloway,DEF,Everton,Premier League,0,1,9,527,1787,0.94,0.0,25,19500000
30704,Gastón Brugman,MID,Palermo,Serie A,0,1,16,572,2938,0.6,0.0,33,18400000
30706,Charles Boli,MID,Lens,Ligue 1,0,0,0,0,90,0.0,0.0,37,9000000
30735,Mato Jajalo,MID,Palermo,Serie A,0,0,19,1033,3078,1.16,0.0,29,17900000
30745,Daniele Gastaldello,DEF,Bologna,Serie A,1,2,8,1075,2744,1.24,0.0,21,10000000
30750,Stefano Sabelli,MID,Carpi,Serie A,1,0,4,211,1518,0.23,0.0,36,9800000
